al_recovery,cu_recovery,al_purity,cu_purity,unresolved_fraction,objective,top_cu_true_fraction,heavy_al_true_fraction,window,flow_m3_h,duty
0.5769230769230769,0.0,0.8823529411764706,0.0,0.575,0.3089004524886877,0.11764705882352941,0.0,1,95.0,0.65
0.6538461538461539,0.0,0.9444444444444444,0.0,0.55,0.34415384615384614,0.05555555555555555,0.0,2,95.0,0.65
