al_recovery,cu_recovery,al_purity,cu_purity,unresolved_fraction,objective,top_cu_true_fraction,heavy_al_true_fraction,window,flow_m3_h,duty
0.8461538461538461,0.0,0.6666666666666666,0.0,0.175,0.3668461538461538,0.3333333333333333,0.0,1,104.0,0.65
0.8846153846153846,0.0,0.7931034482758621,0.0,0.275,0.39714323607427054,0.20689655172413793,0.0,2,99.0,0.65
