time_s,stage,flow_m3_h,delta_flow_m3_h,reason,camera_top_cu_fraction,camera_top_al_fraction,camera_bottom_cu_fraction,camera_bottom_al_fraction,pred_al_recovery_top,pred_al_purity_top,pred_cu_recovery_bottom,pred_cu_purity_bottom,pred_cu_fraction_top,pred_unresolved
0.0,3,89.0,0.0,initial operating point,,,,,,,,,,
0.7520000000000006,3,90.0,1.0,Residual Al in Cu-rich bottom -> increase one step,0.0,0.0,0.6,0.375,0.9999262140710216,0.8630811343659743,1.0512579922411279e-09,0.938513815128076,0.0006422162660884451,0.4496867870160416
1.5040000000000011,3,91.0,1.0,Residual Al in Cu-rich bottom -> increase one step,0.0,0.0,0.575,0.375,0.9999262140710216,0.8630811343659743,1.0512579922411279e-09,0.938513815128076,0.0006422162660884451,0.4496867870160416
2.2560000000000016,3,92.0,1.0,Residual Al in Cu-rich bottom -> increase one step,0.0,0.0,0.625,0.325,0.9999996380871096,0.8510686195081694,3.5998599612127256e-09,0.9923296754114956,0.014552122432006017,0.4418783414253807
3.000000000000002,3,93.0,1.0,Residual Al in Cu-rich bottom -> increase one step,0.0,0.0,0.6,0.375,0.9999996380871096,0.8510686195081694,3.5998599612127256e-09,0.9923296754114956,0.014552122432006017,0.4418783414253807
3.752000000000003,3,94.0,1.0,Residual Al in Cu-rich bottom -> increase one step,0.0,0.0,0.6,0.4,0.9999996380871096,0.8510686195081694,3.5998599612127256e-09,0.9923296754114956,0.014552122432006017,0.4418783414253807
4.504000000000003,3,95.0,1.0,Residual Al in Cu-rich bottom -> increase one step,0.0,0.0,0.575,0.375,0.9999996380871096,0.8510686195081694,3.5998599612127256e-09,0.9923296754114956,0.014552122432006017,0.4418783414253807
5.256000000000004,3,96.0,1.0,Residual Al in Cu-rich bottom -> increase one step,0.0,0.0,0.6,0.4,0.9999996380871096,0.8510686195081694,3.5998599612127256e-09,0.9923296754114956,0.014552122432006017,0.4418783414253807
6.000000000000004,3,97.0,1.0,Residual Al in Cu-rich bottom -> increase one step,0.0,1.0,0.5945945945945946,0.35135135135135137,0.9999999902686524,0.47666450792841536,2.5963622988269163e-09,0.9989941999169433,0.4480726749961121,0.0034919990174252296
6.752000000000005,3,96.0,-1.0,Stage-3 Cu loss too high -> decrease,0.5,0.5,0.6451612903225806,0.3225806451612903,0.9999996380871096,0.8510686195081694,3.5998599612127256e-09,0.9923296754114956,0.014552122432006017,0.4418783414253807
7.504000000000006,3,95.0,-1.0,Stage-3 Cu loss too high -> decrease,0.45454545454545453,0.5454545454545454,0.6551724137931034,0.2413793103448276,0.9999996380871096,0.8510686195081694,3.5998599612127256e-09,0.9923296754114956,0.014552122432006017,0.4418783414253807
