time_s,stage,flow_m3_h,delta_flow_m3_h,reason,camera_top_cu_fraction,camera_top_al_fraction,camera_bottom_cu_fraction,camera_bottom_al_fraction,pred_al_recovery_top,pred_al_purity_top,pred_cu_recovery_bottom,pred_cu_purity_bottom,pred_cu_fraction_top,pred_unresolved
0.0,2,89.0,0.0,initial operating point,,,,,,,,,,
0.7520000000000006,2,90.0,1.0,Al remains retained and Cu top is clean -> increase,0.0,0.0,0.4111111111111111,0.5666666666666667,0.9999260613736025,0.9994768317341213,1.0042806384721866e-09,0.9272533549116573,0.0005231682658787263,0.4108464258479016
1.5040000000000011,2,91.0,1.0,Al remains retained and Cu top is clean -> increase,0.0,0.0,0.37777777777777777,0.5777777777777777,0.9999260613736025,0.9994768317341213,1.0042806384721866e-09,0.9272533549116573,0.0005231682658787263,0.4108464258479016
2.2560000000000016,2,89.0,-2.0,Cu detected in Stage-2 top -> decrease flow,0.0625,0.90625,0.48717948717948717,0.48717948717948717,0.9999260613736025,0.9994768317341213,1.0042806384721866e-09,0.9272533549116573,0.0005231682658787263,0.4108464258479016
3.000000000000002,2,87.0,-2.0,Cu detected in Stage-2 top -> decrease flow,0.38095238095238093,0.5714285714285714,0.5964912280701754,0.40350877192982454,0.9999260613736025,0.9994768317341213,1.0042806384721866e-09,0.9272533549116573,0.0005231682658787263,0.4108464258479016
3.752000000000003,2,85.0,-2.0,Cu detected in Stage-2 top -> decrease flow,0.5833333333333334,0.3333333333333333,0.5555555555555556,0.4,0.9916183997750553,0.9999964973789994,2.281151406085934e-10,0.08542675749740257,3.502621000317234e-06,0.41604489588349214
4.504000000000003,2,83.0,-2.0,Cu detected in Stage-2 top -> decrease flow,0.19696969696969696,0.7575757575757576,0.5909090909090909,0.4090909090909091,0.9916183997750553,0.9999964973789994,2.281151406085934e-10,0.08542675749740257,3.502621000317234e-06,0.41604489588349214
5.256000000000004,2,81.0,-2.0,Cu detected in Stage-2 top -> decrease flow,0.23529411764705882,0.7058823529411765,0.6190476190476191,0.38095238095238093,0.006971810267850791,0.999931461540337,6.612260042611957e-10,0.04741246201523758,6.853845966306698e-05,0.9958940912520953
6.000000000000004,2,79.0,-2.0,Cu detected in Stage-2 top -> decrease flow,0.30434782608695654,0.6811594202898551,0.5121951219512195,0.4634146341463415,0.006971810267850791,0.999931461540337,6.612260042611957e-10,0.04741246201523758,6.853845966306698e-05,0.9958940912520953
6.752000000000005,2,77.0,-2.0,Cu detected in Stage-2 top -> decrease flow,0.2571428571428571,0.7142857142857143,0.55,0.4,0.006971810267850791,0.999931461540337,6.612260042611957e-10,0.04741246201523758,6.853845966306698e-05,0.9958940912520953
7.504000000000006,2,75.0,-2.0,Cu detected in Stage-2 top -> decrease flow,0.2571428571428571,0.7285714285714285,0.6,0.35,1.2791179324024585e-05,0.9695524216937914,3.793364706722799e-09,0.8796686775674712,0.030447578306208884,0.9999922290924623
