time_s,air_velocity_m_s,top_count,bottom_count,flow_setpoint_m3_h
0.008,1.2409443820497217,0,57,75.0
0.016,1.4968309397465347,0,57,75.0
0.024,1.706333133832179,0,57,75.0
0.032,1.8778590229674081,0,57,75.0
0.04,2.0182925433514645,0,57,75.0
0.048,2.133269785252895,0,57,75.0
0.056,2.227405189101683,0,57,75.0
0.064,2.304476739186101,0,57,75.0
0.07200000000000001,2.3675775874276037,0,57,75.0
0.08000000000000002,2.4192401924282287,0,57,75.0
0.08800000000000002,2.4615379559263606,0,57,75.0
0.09600000000000003,2.496168435688701,0,57,75.0
0.10400000000000004,2.5245214744639735,0,57,75.0
0.11200000000000004,2.5477349792525015,0,57,75.0
0.12000000000000005,2.566740589509592,0,57,75.0
0.12800000000000006,2.5823010671080864,0,57,75.0
0.13600000000000007,2.282500361303556,0,57,75.0
0.14400000000000007,2.037044303666902,0,57,75.0
0.15200000000000008,1.8360818807504926,0,57,75.0
0.1600000000000001,1.6715477648957644,0,57,75.0
0.1680000000000001,1.5368386243150027,0,57,75.0
0.1760000000000001,1.4265481082008282,0,57,75.0
0.1840000000000001,1.3362498708853108,0,57,75.0
0.19200000000000012,1.2623199270463628,0,57,75.0
0.20000000000000012,1.201791208452088,0,57,75.0
0.20800000000000013,1.1522344850945523,0,57,75.0
0.21600000000000014,1.1116608716599596,0,57,75.0
0.22400000000000014,1.0784420065775608,0,57,75.0
0.23200000000000015,1.0512447001522525,0,57,75.0
0.24000000000000016,1.0289774289809672,0,57,75.0
0.24800000000000016,1.0107465292859092,0,57,75.0
0.25600000000000017,0.9958203310492851,0,57,75.0
0.2640000000000002,1.2961403408734218,0,57,75.0
0.2720000000000002,1.542021568681124,0,57,75.0
0.2800000000000002,1.743332091491863,0,57,75.0
0.2880000000000002,1.9081512074352216,0,57,75.0
0.2960000000000002,2.0430936863531746,0,57,75.0
0.3040000000000002,2.15357524373988,0,57,75.0
0.3120000000000002,2.2440298924203255,0,57,75.0
0.32000000000000023,2.3180878950538713,0,57,75.0
0.32800000000000024,2.378721459321485,0,57,75.0
0.33600000000000024,2.4283640230561105,0,57,75.0
0.34400000000000025,2.4690079166472825,0,57,75.0
0.35200000000000026,2.502284322255204,0,57,75.0
0.36000000000000026,2.529528738878306,0,57,75.0
0.36800000000000027,2.5518345806173084,0,57,75.0
0.3760000000000003,2.57009705922232,0,57,75.0
0.3840000000000003,2.272508564736673,0,57,75.0
0.3920000000000003,2.0288637125390965,0,57,75.0
0.4000000000000003,1.8293841792158008,0,57,75.0
0.4080000000000003,1.6660641506743745,0,57,75.0
0.4160000000000003,1.5323490207139352,0,57,75.0
0.4240000000000003,1.4228723316635044,0,57,75.0
0.43200000000000033,1.3332403995927613,0,57,75.0
0.44000000000000034,1.2598559803486473,0,57,75.0
0.44800000000000034,1.1997738995167233,0,57,75.0
0.45600000000000035,1.15058285223071,0,57,75.0
0.46400000000000036,1.1103086290415378,0,57,75.0
0.47200000000000036,1.0773348839602364,0,57,75.0
0.48000000000000037,1.0503382648180206,0,57,75.0
0.4880000000000004,1.0282353024971551,0,57,75.0
0.4960000000000004,1.0101389275109385,0,57,75.0
0.5040000000000003,0.9953228687904919,0,57,75.0
0.5120000000000003,1.2957330532236522,0,57,75.0
0.5200000000000004,1.5416881097569088,0,57,75.0
0.5280000000000004,1.7430590784157196,0,57,75.0
0.5360000000000004,1.9079276832337904,0,57,75.0
0.5440000000000004,2.042910680215406,0,57,75.0
0.5520000000000004,2.1534254109868867,0,57,75.0
0.5600000000000004,2.2439072197376317,0,57,75.0
0.5680000000000004,2.317987459155987,0,57,75.0
0.5760000000000004,2.378639229363174,0,57,75.0
0.5840000000000004,2.428296698860417,0,57,75.0
0.5920000000000004,2.468952796257842,0,57,75.0
0.6000000000000004,2.5022391934972474,0,57,75.0
0.6080000000000004,2.5294917905763183,0,57,75.0
0.6160000000000004,2.5518043299061968,0,57,75.0
0.6240000000000004,2.5700722920348307,0,57,75.0
0.6320000000000005,2.585028834425607,0,57,75.0
0.6400000000000005,2.284733668293651,0,57,75.0
0.6480000000000005,2.0388727807807574,0,57,75.0
0.6560000000000005,1.8375789111949048,0,57,75.0
0.6640000000000005,1.6727734297588985,0,57,75.0
0.6720000000000005,1.5378421138314178,0,57,75.0
0.6800000000000005,1.4273696959283084,0,57,75.0
0.6880000000000005,1.3369225300241503,0,57,75.0
0.6960000000000005,1.26287065376967,0,57,75.0
0.7040000000000005,1.2022421053570014,0,57,75.0
0.7120000000000005,1.1526036482570725,0,57,75.0
0.7200000000000005,1.1119631168940185,0,57,75.0
0.7280000000000005,1.078689464045656,0,57,75.0
0.7360000000000005,1.051447301191461,0,57,75.0
0.7440000000000005,1.0291433046823728,0,57,75.0
0.7520000000000006,1.0108823368238384,0,57,76.0
0.7600000000000006,1.3148831563547945,0,57,76.0
0.7680000000000006,1.5637779762656976,0,57,76.0
0.7760000000000006,1.7675558196085601,0,57,76.0
0.7840000000000006,1.934395006749269,0,57,76.0
0.7920000000000006,2.0709913800799,0,57,76.0
0.8000000000000006,2.1828270316846083,0,57,76.0
0.8080000000000006,2.2743903189438983,0,57,76.0
0.8160000000000006,2.349355998075992,0,57,76.0
0.8240000000000006,2.4107327050068137,0,57,76.0
0.8320000000000006,2.460983702493732,0,57,76.0
0.8400000000000006,2.5021257395091165,0,57,76.0
0.8480000000000006,2.535809990457884,0,57,76.0
0.8560000000000006,2.5633883226040366,0,57,76.0
0.8640000000000007,2.5859675512506906,0,57,76.0
0.8720000000000007,2.6044538601244853,0,57,76.0
0.8800000000000007,2.61958916971036,0,57,76.0
0.8880000000000007,2.315273158480712,0,57,76.0
0.8960000000000007,2.066120281432975,0,57,76.0
0.9040000000000007,1.8621311587761353,0,57,76.0
0.9120000000000007,1.6951189907635844,0,57,76.0
0.9200000000000007,1.558380992673482,0,57,76.0
0.9280000000000007,1.446429388522797,0,57,76.0
0.9360000000000007,1.3547711673482183,0,57,76.0
0.9440000000000007,1.2797277629001673,0,57,76.0
0.9520000000000007,1.218287419862879,0,57,76.0
0.9600000000000007,1.1679843215385906,0,57,76.0
0.9680000000000007,1.12679962796539,0,57,76.0
0.9760000000000008,1.0930804527809177,0,57,76.0
0.9840000000000008,1.0654735270889664,0,57,76.0
0.9920000000000008,1.042870888027027,0,57,76.0
1.0000000000000007,1.0243654123262955,0,57,76.0
1.0080000000000007,1.3259221649147284,0,57,76.0
1.0160000000000007,1.5728159520572067,0,57,76.0
1.0240000000000007,1.7749554883346428,0,57,76.0
1.0320000000000007,1.940453343097902,0,57,76.0
1.0400000000000007,2.075951526361016,0,57,76.0
1.0480000000000007,2.1868880559847232,0,57,76.0
1.0560000000000007,2.277715204427399,0,57,76.0
1.0640000000000007,2.352078184071797,0,57,76.0
1.0720000000000007,2.4129614423971777,0,57,76.0
1.0800000000000007,2.462808438335758,0,57,76.0
1.0880000000000007,2.5036197068592263,0,57,76.0
1.0960000000000008,2.5370331474715133,0,57,76.0
1.1040000000000008,2.5643897588669375,0,57,76.0
1.1120000000000008,2.586787457916375,0,57,76.0
1.1200000000000008,2.6051251429263353,0,57,76.0
1.1280000000000008,2.6201387695842464,0,57,76.0
1.1360000000000008,2.315723132799351,0,57,76.0
1.1440000000000008,2.0664886892457397,0,57,76.0
1.1520000000000008,1.8624327855821203,0,57,76.0
1.1600000000000008,1.6953659419055969,0,57,76.0
1.1680000000000008,1.5585831791679554,0,57,76.0
1.1760000000000008,1.4465949248236794,0,57,76.0
1.1840000000000008,1.3549066970085017,0,57,76.0
1.1920000000000008,1.2798387252009957,0,57,76.0
1.2000000000000008,1.2183782681109996,0,57,76.0
1.2080000000000009,1.16805870179319,0,57,76.0
1.2160000000000009,1.1268605253672523,0,57,76.0
1.2240000000000009,1.0931303113566047,0,57,76.0
1.2320000000000009,1.0655143478381859,0,57,76.0
1.2400000000000009,1.0429043092297767,0,57,76.0
1.2480000000000009,1.0243927752927917,0,57,76.0
1.256000000000001,1.0092368131719351,0,57,76.0
1.264000000000001,1.3135359155360642,0,57,76.0
1.272000000000001,1.562674948775601,0,57,76.0
1.280000000000001,1.7666527370809277,0,57,76.0
1.288000000000001,1.9336556253113288,0,57,76.0
1.296000000000001,2.0703860257584035,0,57,76.0
1.304000000000001,2.1823314094850907,0,57,76.0
1.312000000000001,2.273984537807245,0,57,76.0
1.320000000000001,2.349023772580395,0,57,76.0
1.328000000000001,2.4104607017766115,0,57,76.0
1.336000000000001,2.4607610050842292,0,57,76.0
1.344000000000001,2.5019434102913256,0,57,76.0
1.352000000000001,2.5356607119200945,0,57,76.0
1.360000000000001,2.5632661036743736,0,57,76.0
1.368000000000001,2.5858674868543674,0,57,76.0
1.376000000000001,2.6043719343259273,0,57,76.0
1.384000000000001,2.302814339894651,0,57,76.0
