material,liberation_state,residual_coating_fraction,size_mm,aerodynamic_size_mm,metal_thickness_mm,coating_thickness_mm,total_thickness_mm,metal_density_kg_m3,coating_density_kg_m3,effective_density_kg_m3,areal_density_kg_m2,suspension_velocity_m_s,eq9_velocity_m_s,physical_particle_mass_kg,source_subfraction,pneumatic_fraction,statistical_mass,mill_fraction,x_m,z_m,vx_m_s,vz_m_s,dynamic_stream,exit_time_s
aluminum,heavily_coated,0.3585762285734251,1.422955343570785,1.422955343570785,0.0218,0.056368183131742425,0.07816818313174242,2700.0,,2231.963886896458,0.17446856185435797,1.7024532740278915,1.6548288572737673,3.532642772421791e-07,1.00-1.50,1.00-1.50,1.6666666666666667e-05,pneumatic_feed,0.006398075085850742,0.5762270366359297,4.400611914202505e-31,-0.28920831915827866,active,
copper,partial,0.1348362308749813,1.09135501075215,1.09135501075215,0.012,0.01968608970774727,0.03168608970774727,8900.0,,3991.849132359848,0.12648608970774727,1.4848019430601869,1.4090158494682739,1.5065198564226503e-07,1.00-1.50,1.00-1.50,1.6666666666666667e-05,pneumatic_feed,-0.022248463514264717,0.6258952818894791,3.7126415784532375e-35,-0.27872770168582073,active,
copper,partial,0.279439475081129,1.2779937173580342,1.2779937173580342,0.012,0.04079816336184483,0.05279816336184483,8900.0,,2795.517002178683,0.14759816336184484,1.585538894262509,1.5220712112537693,2.4106734845891603e-07,1.00-1.50,1.00-1.50,1.6666666666666667e-05,pneumatic_feed,-0.026165923441546394,0.6004851803342282,-9.262682646535138e-33,-0.28963945954888465,active,
aluminum,heavily_coated,0.36563827283424755,1.269996414934094,1.269996414934094,0.0218,0.057478336489543716,0.07927833648954372,2700.0,,2229.429165277721,0.17674543554448974,1.7020769027104459,1.6655918936841374,2.850711035361302e-07,1.00-1.50,1.00-1.50,1.6666666666666667e-05,pneumatic_feed,0.024289629034476387,0.5763011712603043,-7.235502323839236e-32,-0.28921002775868787,active,
copper,partial,0.28998453557488235,1.3184611396488637,1.3184611396488637,0.012,0.042337742193932826,0.05433774219393282,8900.0,,2744.643707529406,0.14913774219393283,1.593928063319594,1.52998888933089,2.5925206947251504e-07,1.00-1.50,1.00-1.50,1.6666666666666667e-05,pneumatic_feed,-0.034704342760209304,0.5986577742754807,-5.641016728839296e-33,-0.2896233616847562,active,
aluminum,partial,0.1825364150530745,1.3769218008796544,1.3769218008796544,0.0218,0.028694724446343314,0.050494724446343314,2700.0,,2331.1656191399634,0.11771156557726176,1.4219920510091584,1.359264776745392,2.2317096343907523e-07,1.00-1.50,1.00-1.50,1.6666666666666667e-05,pneumatic_feed,0.03617579268155199,2.25,0.0,0.0,light,3.391999999999848
aluminum,partial,0.24382569690418943,1.007084327752537,1.007084327752537,0.0218,0.038329399553338576,0.060129399553338576,2700.0,,2286.266684185554,0.1374718429388797,1.5047580382061585,1.4689309196720777,1.3942653351869968e-07,1.00-1.50,1.00-1.50,1.6666666666666667e-05,pneumatic_feed,0.012873403456592141,0.6190891293959184,6.005163341889849e-35,-0.288379552087678,active,
copper,partial,0.17673756425441667,1.2667031301937195,1.2667031301937195,0.012,0.025803684381144828,0.03780368438114483,8900.0,,3507.6920821845333,0.13260368438114484,1.5190899743229662,1.44268757187634,2.1276749406285033e-07,1.00-1.50,1.00-1.50,1.6666666666666667e-05,pneumatic_feed,-0.01784655627852097,0.615480279451665,1.9669874481886887e-34,-0.2896744095898725,active,
copper,partial,0.14979012536484893,1.4937186234916733,1.4937186234916733,0.012,0.02186935830326794,0.03386935830326794,8900.0,,3798.990141801803,0.12866935830326795,1.5066327178916057,1.4211242901055818,2.870864708670117e-07,1.00-1.50,1.00-1.50,1.6666666666666667e-05,pneumatic_feed,-0.03591304750595736,0.6185608634388785,-5.202343480170468e-35,-0.28886402364613184,active,
copper,partial,0.09714000985281956,1.3429096813293377,1.3429096813293377,0.012,0.014182441438511658,0.02618244143851166,8900.0,,4620.747141653453,0.12098244143851165,1.465438068097353,1.378020464586386,2.1818051065479846e-07,1.00-1.50,1.00-1.50,1.6666666666666667e-05,pneumatic_feed,-0.008287500253366758,2.25,0.0,0.0,light,4.383999999999739
aluminum,partial,0.14072481360260408,1.34020398602779,1.34020398602779,0.0218,0.02212194069832936,0.04392194069832936,2700.0,,2373.098399032722,0.10423108715361558,1.342987055752451,1.279066512720566,1.8721432574709993e-07,1.00-1.50,1.00-1.50,1.6666666666666667e-05,pneumatic_feed,0.0037458236789964057,2.25,0.0,0.0,light,2.8339999999999095
copper,partial,0.10168531324701657,1.1460759562546312,1.1460759562546312,0.012,0.01484605573406442,0.02684605573406442,8900.0,,4531.244996996344,0.12164605573406441,1.4639245113997341,1.38179466303857,1.5978088960723092e-07,1.00-1.50,1.00-1.50,1.6666666666666667e-05,pneumatic_feed,0.012102026980049783,2.25,0.0,0.0,light,4.359999999999742
aluminum,partial,0.10334243629498574,1.2445240892416567,1.2445240892416567,0.0218,0.016245430985571754,0.038045430985571754,2700.0,,2422.8568976081237,0.09217863488586636,1.2655813649475334,1.202844899880512,1.4276997609456214e-07,1.00-1.50,1.00-1.50,1.6666666666666667e-05,pneumatic_feed,-0.02897056057107819,2.25,0.0,0.0,light,2.447999999999952
aluminum,heavily_coated,0.35399345124384546,1.2441000638398445,1.2441000638398445,0.0218,0.055647770535532506,0.0774477705355325,2700.0,,2233.6476236738295,0.1729910286155282,1.68416063760564,1.6478067802838203,2.6775291383637566e-07,1.00-1.50,1.00-1.50,1.6666666666666667e-05,pneumatic_feed,0.03769544315198596,0.5798582544497373,2.4835698638510493e-31,-0.28929698288756156,active,
copper,bare_like,0.044465179920824494,1.4154863468788075,1.4154863468788075,0.012,0.0064919162684403744,0.018491916268440375,8900.0,,6126.564420032144,0.11329191626844037,1.4270044728569513,1.33350287504356,2.2699186449862303e-07,1.00-1.50,1.00-1.50,1.6666666666666667e-05,pneumatic_feed,0.00964544371274171,2.25,0.0,0.0,light,3.4219999999998447
copper,partial,0.1333744826934885,1.398074464350615,1.398074464350615,0.012,0.01947267447324932,0.03147267447324932,8900.0,,4012.1367690113752,0.1262726744732493,1.4927804415716208,1.407826657842549,2.4681411104571406e-07,1.00-1.50,1.00-1.50,1.6666666666666667e-05,pneumatic_feed,-0.0030102538994934906,0.622862035202239,-2.4754480904924194e-35,-0.28392578080116065,active,
copper,partial,0.4563483696304048,1.0836354498854357,1.0836354498854357,0.012,0.0666268619660391,0.0786268619660391,8900.0,,2205.6948176431924,0.1734268619660391,1.6710292200681784,1.6498812155482436,2.0364923076999918e-07,1.00-1.50,1.00-1.50,1.6666666666666667e-05,pneumatic_feed,0.01718780007669486,0.5825009562669023,-7.159821413104704e-32,-0.28935287356963907,active,
aluminum,partial,0.15690948148105904,1.3440725352575427,1.3440725352575427,0.0218,0.024666170488822484,0.046466170488822484,2700.0,,2355.459569250202,0.10944918592430825,1.3738736614662106,1.3106923446285716,1.9772334511172448e-07,1.00-1.50,1.00-1.50,1.6666666666666667e-05,pneumatic_feed,0.007399788166481928,2.25,0.0,0.0,light,2.981999999999893
aluminum,partial,0.09280829424222076,1.443486703153778,1.443486703153778,0.0218,0.014589463854877104,0.036389463854877103,2700.0,,2439.7809899234153,0.0887823221466344,1.2483723295332616,1.1804775848840052,1.8499162843430023e-07,1.00-1.50,1.00-1.50,1.6666666666666667e-05,pneumatic_feed,0.00685739767405204,2.25,0.0,0.0,light,2.403999999999957
aluminum,partial,0.17112278293526245,1.4967511359861125,1.4967511359861125,0.0218,0.02690050147742326,0.04870050147742326,2700.0,,2341.4891630843094,0.11403169644615796,1.4050130000780567,1.3378495832562403,2.554611001967171e-07,1.00-1.50,1.00-1.50,1.6666666666666667e-05,pneumatic_feed,0.007179560947280536,2.25,0.0,0.0,light,3.219999999999867
copper,partial,0.22570867698765285,1.1850124482001623,1.1850124482001623,0.012,0.032953466840197315,0.04495346684019731,8900.0,,3108.847362918626,0.13975346684019732,1.5476993399083878,1.481070699029502,1.9624943503486675e-07,1.00-1.50,1.00-1.50,1.6666666666666667e-05,pneumatic_feed,0.017873162868894125,0.6089080787497013,-2.5811947393208206e-34,-0.28968033646110947,active,
copper,heavily_coated,0.49522201326587934,1.274958670495561,1.274958670495561,0.012,0.07230241393681838,0.08430241393681838,8900.0,,2124.5229593431236,0.1791024139368184,1.7077608477627633,1.6766608151776858,2.911344863162401e-07,1.00-1.50,1.00-1.50,1.6666666666666667e-05,pneumatic_feed,0.036813493871816164,0.5751842520409992,1.5703310561384063e-30,-0.28917218972091224,active,
copper,partial,0.0958710315016209,1.29298490253609,1.29298490253609,0.012,0.013997170599236653,0.025997170599236653,8900.0,,4646.55067512553,0.12079717059923664,1.4634583411537032,1.3769649195697102,2.0194991272852857e-07,1.00-1.50,1.00-1.50,1.6666666666666667e-05,pneumatic_feed,-0.025178134414320763,2.25,0.0,0.0,light,4.28399999999975
aluminum,partial,0.06353346660324583,1.249187031694584,1.249187031694584,0.0218,0.009987460950030246,0.031787460950030245,2700.0,,2496.0730613961473,0.07934382496755249,1.1798909296524474,1.11596625248737,1.2381351891419773e-07,1.00-1.50,1.00-1.50,1.6666666666666667e-05,pneumatic_feed,0.027405390042136945,2.25,0.0,0.0,light,2.1719999999999824
copper,partial,0.14030803894767363,1.3906881014036907,1.3906881014036907,0.012,0.020484973686360344,0.032484973686360344,8900.0,,3918.2723346272633,0.12728497368636035,1.4975327929278417,1.4134585055745754,2.461708441407502e-07,1.00-1.50,1.00-1.50,1.6666666666666667e-05,pneumatic_feed,-0.038731736766850176,0.6212741773886833,-5.709732645744948e-35,-0.2861212058726954,active,
aluminum,partial,0.1335612531502932,1.4628656743542074,1.4628656743542074,0.0218,0.02099582899522609,0.04279582899522609,2700.0,,2381.5751679808673,0.10192148362818604,1.3324317933607348,1.2648160368322376,2.1810952693297348e-07,1.00-1.50,1.00-1.50,1.6666666666666667e-05,pneumatic_feed,-0.008717583227738792,2.25,0.0,0.0,light,2.747999999999919
aluminum,bare_like,0.048132633866298236,1.310511899375348,1.310511899375348,0.0218,0.0075664500437820845,0.029366450043782084,2700.0,,2532.7692783412126,0.07437844248483322,1.1456963930667547,1.0804832406113212,1.2774061924742957e-07,1.00-1.50,1.00-1.50,1.6666666666666667e-05,pneumatic_feed,-0.030431946535358162,2.25,0.0,0.0,light,2.1139999999999888
copper,heavily_coated,0.5429482904702343,1.1567692738151767,1.1567692738151767,0.012,0.0792704504086542,0.0912704504086542,8900.0,,2038.6713287328225,0.18607045040865422,1.721323638854107,1.70896512241012,2.48983689188122e-07,1.00-1.50,1.00-1.50,1.6666666666666667e-05,pneumatic_feed,0.021856629822605365,0.5725409672883638,-4.817000673329429e-31,-0.28909161325546967,active,
aluminum,bare_like,0.0339732765795177,1.0675575222030884,1.0675575222030884,0.0218,0.005340599078300184,0.027140599078300184,2700.0,,2572.283828392734,0.0698133241020023,1.1067951472653215,1.0467998543680774,7.95647838123135e-08,1.00-1.50,1.00-1.50,1.6666666666666667e-05,pneumatic_feed,-0.013891113229047066,2.25,0.0,0.0,light,1.9960000000000016
