material,liberation_state,residual_coating_fraction,size_mm,aerodynamic_size_mm,metal_thickness_mm,coating_thickness_mm,total_thickness_mm,metal_density_kg_m3,coating_density_kg_m3,effective_density_kg_m3,areal_density_kg_m2,suspension_velocity_m_s,eq9_velocity_m_s,physical_particle_mass_kg,source_subfraction,pneumatic_fraction,statistical_mass,mill_fraction,x_m,z_m,vx_m_s,vz_m_s,dynamic_stream,exit_time_s
copper,partial,0.09367427096119862,1.9563989363387222,1.9563989363387222,0.012,0.013676443560335,0.025676443560335,8900.0,,4692.100106357687,0.12047644356033499,1.4714257694506376,1.3751357235280517,4.61123201974535e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,-0.02733894391911572,0.0,0.0,0.0,heavy,0.7320000000000005
other_light,unresolved_nonmetal,,1.9341396931584156,0.14607708496671246,,,,,,1100.0,,0.4367966760391525,,4.167300525618197e-06,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,-0.003378443735388264,2.25,0.0,0.0,light,4.075999999999773
separator,film,,1.5420962589665073,1.5420962589665073,,,0.0139,,,900.0,0.01251,0.47580341127257725,0.44312183426231666,2.9749541507700396e-08,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.013587795539299792,2.25,0.0,0.0,light,4.4179999999997355
copper,bare_like,0.024479489419196223,1.9674127700933197,1.9674127700933197,0.012,0.003574005455202648,0.015574005455202648,8900.0,,7087.066058419231,0.11037400545520264,1.4156467359015377,1.3162182150482726,4.272260986523779e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,-0.024066587758038632,0.0,0.0,0.0,heavy,0.8100000000000006
separator,film,,1.768643599417955,1.768643599417955,,,0.0139,,,900.0,0.01251,0.4763439534997419,0.44312183426231666,3.913253327384387e-08,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,-0.02135323050053952,2.25,0.0,0.0,light,4.427999999999734
separator,film,,1.9331151655728034,1.9331151655728034,,,0.0139,,,900.0,0.01251,0.47665784827265967,0.44312183426231666,4.674904738452826e-08,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.018560917682469702,2.25,0.0,0.0,light,4.431999999999734
aluminum,bare_like,0.03547276924259678,1.955202677520132,1.955202677520132,0.0218,0.005576319324936213,0.027376319324936213,2700.0,,2567.7949872346258,0.07029677553150562,1.1228917033832615,1.0504181018730172,2.687317444111658e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,-0.017338553636685083,0.0,0.0,0.0,heavy,2.0060000000000007
aluminum,bare_like,0.039304066270842895,1.6730804644046695,1.6730804644046695,0.0218,0.006178599217776505,0.027978599217776505,2700.0,,2556.669240286119,0.07153202400638246,1.1297269296178811,1.0596068368995073,2.002323157289524e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.01874106139879622,0.0,0.0,0.0,heavy,1.9820000000000015
other_light,unresolved_nonmetal,,1.8343562036761387,0.1623760892614975,,,,,,1100.0,,0.5098807548703759,,3.5550222720063982e-06,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,-0.026787465997143847,2.25,0.0,0.0,light,4.861999999999687
aluminum,heavily_coated,0.38838779329008327,1.9125751676176184,1.9125751676176184,0.0218,0.06105456110520109,0.08285456110520109,2700.0,,2221.7257080262334,0.18408010843465572,1.7673062870781275,1.6998003947494413,6.733546861585277e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.025110117834576985,0.0,0.0,0.0,heavy,0.5240000000000004
separator,film,,1.5403410478502284,1.5403410478502284,,,0.0139,,,900.0,0.01251,0.4757986108740205,0.44312183426231666,2.9681858301591165e-08,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,-0.03081598497111018,2.25,0.0,0.0,light,4.419999999999735
copper,heavily_coated,0.5444012706271798,1.6779168995355773,1.6779168995355773,0.012,0.07948258551156824,0.09148258551156824,8900.0,,2036.2627976666909,0.18628258551156823,1.759757462191748,1.7099390229448461,5.244609453415585e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,-0.004514226993576554,0.0,0.0,0.0,heavy,0.5220000000000004
aluminum,heavily_coated,0.37369010746665665,1.5064598104455746,1.5064598104455746,0.0218,0.05874408489375843,0.08054408489375843,2700.0,,2226.6244353621355,0.17934142754832477,1.7283503764707322,1.677779200848105,4.07001230630243e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,-0.04944166582762023,0.0,0.0,0.0,heavy,0.5460000000000004
aluminum,bare_like,0.01325459107860241,1.6157765277774165,1.6157765277774165,0.0218,0.0020836217175563,0.0238836217175563,2700.0,,2643.376848631139,0.06313341270965221,1.063343442306301,0.9954607204157787,1.6482453369493584e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.015531685859519834,0.0,0.0,0.0,heavy,2.965999999999895
aluminum,partial,0.12131099571828058,1.8286459517025833,1.8286459517025833,0.0218,0.019070088526913706,0.040870088526913706,2700.0,,2397.1535580358372,0.09797187812953084,1.3149679935007252,1.2400671752454042,3.276126716177313e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.018355976185822125,0.0,0.0,0.0,heavy,1.0240000000000007
aluminum,partial,0.09226612346234203,1.94328329596914,1.94328329596914,0.0218,0.014504234608280167,0.03630423460828017,2700.0,,2440.6938149657162,0.0886075208654937,1.2549658899169027,1.1793149059961845,3.346130086197612e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,-0.03122493731335616,0.0,0.0,0.0,heavy,1.2380000000000009
aluminum,heavily_coated,0.31321202793918557,1.724814041648093,1.724814041648093,0.0218,0.049236930792039973,0.07103693079203997,2700.0,,2250.1350796786387,0.15984268992787282,1.650104724366448,1.5839478719667173,4.755293616570854e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,-0.0037228722269551685,0.0,0.0,0.0,heavy,0.5860000000000004
aluminum,partial,0.2624213178338682,1.7247788694071913,1.7247788694071913,0.0218,0.041252631163484085,0.06305263116348409,2700.0,,2275.3571807468707,0.14346725708281743,1.5700297467566133,1.5006205606921101,4.2679531262378124e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.025577501100450283,0.0,0.0,0.0,heavy,0.6680000000000005
separator,film,,1.5246646759501377,1.5246646759501377,,,0.0139,,,900.0,0.01251,0.47575525332737234,0.44312183426231666,2.9080775699867632e-08,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,-0.029309719905804464,2.25,0.0,0.0,light,4.423999999999735
separator,film,,1.9887146198658527,1.9887146198658527,,,0.0139,,,900.0,0.01251,0.47675233916060494,0.44312183426231666,4.9476872849244966e-08,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,-0.01168955217545423,2.25,0.0,0.0,light,4.437999999999733
aluminum,partial,0.23057957360873088,1.7917416882706614,1.7917416882706614,0.0218,0.0362471089712925,0.0580471089712925,2700.0,,2294.7079137578803,0.13320116032719093,1.5187159411960978,1.4459340968714962,4.276207836040638e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.0032561656365751204,0.0,0.0,0.0,heavy,0.7020000000000005
separator,film,,1.8760175456560748,1.8760175456560748,,,0.0139,,,900.0,0.01251,0.4765550458531335,0.44312183426231666,4.402821731343413e-08,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,-0.006354958060689709,2.25,0.0,0.0,light,4.437999999999733
copper,heavily_coated,0.7040861602869211,1.526403701621089,1.526403701621089,0.012,0.10279657940189046,0.11479657940189046,8900.0,,1825.8085780423423,0.20959657940189047,1.8326984513375517,1.813788276037772,4.883408016838184e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.04469599266997114,0.0,0.0,0.0,heavy,0.4960000000000004
aluminum,partial,0.11028402384728975,1.7372538063402727,1.7372538063402727,0.0218,0.01733664854879395,0.03913664854879395,2700.0,,2412.4874160057393,0.09441667212860469,1.2906709481384309,1.217359472682814,2.849543116844386e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.023333205873703567,0.0,0.0,0.0,heavy,1.0820000000000007
other_light,unresolved_nonmetal,,1.680849007297086,0.1860440198725256,,,,,,1100.0,,0.6182915473559111,,2.7351264756146794e-06,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.033062904009644754,2.25,0.0,0.0,light,7.37199999999941
aluminum,partial,0.07293382696294015,1.8645195180318268,1.8645195180318268,0.0218,0.011465197598574194,0.033265197598574194,2700.0,,2476.299589293654,0.08237459515112153,1.211008190380644,1.1370803162011045,2.863697636733802e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,-0.023987299333952092,0.0,0.0,0.0,heavy,1.392000000000001
other_light,unresolved_nonmetal,,1.8895211113661996,0.17750315613459605,,,,,,1100.0,,0.5789252526721751,,3.885496778789765e-06,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,-0.0031528994542338127,2.25,0.0,0.0,light,6.111999999999549
aluminum,partial,0.24735560532580864,1.7692905975280893,1.7692905975280893,0.0218,0.03888430115721712,0.06068430115721712,2700.0,,2284.1149699325365,0.13860992071309397,1.5464822684399364,1.4749987510207332,4.3390300137758984e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.010736627594484419,0.0,0.0,0.0,heavy,0.6880000000000005
copper,heavily_coated,0.5292319633368903,1.5123189920899334,1.5123189920899334,0.012,0.07726786664718598,0.08926786664718597,8900.0,,2061.972281410944,0.184067866647186,1.7422081265158513,1.6997438733215753,4.20983225427323e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.025953299741673274,0.0,0.0,0.0,heavy,0.5240000000000004
copper,partial,0.14832664002201557,1.8023979857235763,1.8023979857235763,0.012,0.021655689443214273,0.03365568944321427,8900.0,,3816.760006059355,0.12845568944321428,1.511178542876783,1.4199438374459363,4.173060981331585e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.03140763383401492,0.0,0.0,0.0,heavy,0.6900000000000005
aluminum,partial,0.2298796479014258,1.9454371161859645,1.9454371161859645,0.0218,0.03613708065010413,0.05793708065010413,2700.0,,2295.170826486227,0.13297549727989869,1.5211708724495634,1.4447087614136247,5.032757651421406e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.009550540472879815,0.0,0.0,0.0,heavy,0.7040000000000005
aluminum,heavily_coated,0.4070557939199223,1.5414694638451012,1.5414694638451012,0.0218,0.06398917080421179,0.08578917080421179,2700.0,,2215.884088116041,0.19009885851772212,1.775921554541548,1.7273655326230655,4.516992410163832e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,-0.014932745171771117,0.0,0.0,0.0,heavy,0.5360000000000004
separator,film,,1.8363426916667989,1.8363426916667989,,,0.0139,,,900.0,0.01251,0.47647989024244625,0.44312183426231666,4.218565256028818e-08,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,-0.00987761235229035,2.25,0.0,0.0,light,4.431999999999734
separator,film,,1.6560894574932954,1.6560894574932954,,,0.0139,,,900.0,0.01251,0.4760936556318432,0.44312183426231666,3.4310329963167666e-08,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,-0.02390810453580991,2.25,0.0,0.0,light,4.427999999999734
other_light,unresolved_nonmetal,,1.5067537629293961,0.10145148178498628,,,,,,1100.0,,0.24828130189543562,,1.9702355984154624e-06,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,-0.02977663977042535,2.25,0.0,0.0,light,2.8699999999999055
copper,heavily_coated,0.6681418991577218,1.9261562531436478,1.9261562531436478,0.012,0.09754871727702738,0.10954871727702738,8900.0,,1865.3684165034015,0.2043487172770274,1.8391684379960171,1.7909375942171246,7.58149662217839e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.029118235787498285,0.0,0.0,0.0,heavy,0.5040000000000003
aluminum,partial,0.24235601975611046,1.6751100914654968,1.6751100914654968,0.0218,0.03809836630566057,0.05989836630566057,2700.0,,2287.174305063156,0.13699800432956757,1.5353692039171396,1.4663971753781078,3.8441555329965046e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.006876719780019081,0.0,0.0,0.0,heavy,0.6940000000000005
copper,partial,0.21180380183452585,1.598397943068814,1.598397943068814,0.012,0.03092335506784077,0.04292335506784077,8900.0,,3208.587838722479,0.13772335506784078,1.5524995655476428,1.4702740496740154,3.518660923547315e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,-0.010507040718373386,0.0,0.0,0.0,heavy,0.6720000000000005
other_light,unresolved_nonmetal,,1.7801816505658923,0.08384165580686809,,,,,,1100.0,,0.18133913869562424,,3.249258532141149e-06,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.011471741279049739,2.25,0.0,0.0,light,2.603999999999935
separator,film,,1.7812978207692183,1.7812978207692183,,,0.0139,,,900.0,0.01251,0.47637013874042905,0.44312183426231666,3.969450429772735e-08,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,-0.0037877900776969917,2.25,0.0,0.0,light,4.423999999999735
other_light,unresolved_nonmetal,,1.5350407981778675,0.1048442889071473,,,,,,1100.0,,0.26178127647941474,,2.0832964571093797e-06,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.03378251001937899,2.25,0.0,0.0,light,2.9139999999999007
aluminum,bare_like,0.046532907872645246,1.7739899371785721,1.7739899371785721,0.0218,0.007314973117579834,0.029114973117579834,2700.0,,2536.930895622938,0.07386267482721956,1.148326895090092,1.076730488138995,2.3244881414104026e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,-0.0220752846145302,0.0,0.0,0.0,heavy,1.7460000000000013
aluminum,partial,0.20895500928026542,1.794475872918892,1.794475872918892,0.0218,0.03284772745885772,0.05464772745885772,2700.0,,2309.8707011574033,0.12622918454205037,1.4811444475252118,1.4075842001713514,4.064761081191975e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,-0.017535548261822992,0.0,0.0,0.0,heavy,0.7520000000000006
separator,film,,1.9562684573519509,1.9562684573519509,,,0.0139,,,900.0,0.01251,0.476697842903533,0.44312183426231666,4.7875598328149566e-08,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,-0.019438084047877675,2.25,0.0,0.0,light,4.437999999999733
aluminum,heavily_coated,0.2846840062039657,1.7305617113892882,1.7305617113892882,0.0218,0.044752325775263405,0.0665523257752634,2700.0,,2263.5568131596874,0.15064497044022057,1.6059816133702003,1.5377007043081246,4.5115816128688775e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.013220355508234753,0.0,0.0,0.0,heavy,0.6440000000000005
copper,partial,0.2466932968315928,1.9151458836835626,1.9151458836835626,0.012,0.036017221337412544,0.04801722133741254,8900.0,,2974.2916678549395,0.14281722133741254,1.5836059177990385,1.497217120564692,5.2382268446844e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,-0.02656218979053079,0.0,0.0,0.0,heavy,0.6760000000000005
aluminum,partial,0.1590080333047666,1.528757136778034,1.528757136778034,0.0218,0.024996062835509314,0.046796062835509314,2700.0,,2353.3129358529127,0.1101257800177898,1.3832470917653719,1.3147373285790698,2.5737478243369666e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.009243941892642972,0.0,0.0,0.0,heavy,0.9060000000000007
copper,heavily_coated,0.48429993120469766,1.801501864172851,1.801501864172851,0.012,0.07070778995588585,0.08270778995588585,8900.0,,2146.2040038860164,0.17750778995588584,1.731332453663551,1.6691801194441493,5.760853731674223e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.006536534791605864,0.0,0.0,0.0,heavy,0.5400000000000004
copper,partial,0.29155916689045513,1.5008728631629389,1.5008728631629389,0.012,0.04256763836600645,0.05456763836600645,8900.0,,2737.2934368927495,0.14936763836600644,1.6023595088516658,1.5311676759234558,3.3646843265303416e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,-0.02037516593744771,0.0,0.0,0.0,heavy,0.6480000000000005
aluminum,partial,0.16032622778607036,1.729578212428776,1.729578212428776,0.0218,0.025203283007970263,0.04700328300797026,2700.0,,2351.979947480712,0.11055077910050695,1.3904204946509913,1.3172718127863958,3.307061102890531e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,-0.01375552664916181,0.0,0.0,0.0,heavy,0.8460000000000006
copper,partial,0.4610791295827599,1.793943311226374,1.793943311226374,0.012,0.06731755291908294,0.07931755291908293,8900.0,,2195.1957229027444,0.17411755291908293,1.7174004901281157,1.653163364770078,5.603507857144049e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,-0.013518297950826104,0.0,0.0,0.0,heavy,0.5460000000000004
copper,partial,0.2798344000054772,1.7729839215041656,1.7729839215041656,0.012,0.04085582240079967,0.05285582240079967,8900.0,,2793.5583194816722,0.14765582240079966,1.602969260864017,1.5223684798375694,4.64151941273754e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.0140786985852207,0.0,0.0,0.0,heavy,0.6380000000000005
aluminum,partial,0.13793968591797484,1.7603806785509246,1.7603806785509246,0.0218,0.02168411862630565,0.04348411862630565,2700.0,,2376.3419243894496,0.10333313413681428,1.3474352537343308,1.2735450025073465,3.202231964881721e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,-0.018517703438628418,0.0,0.0,0.0,heavy,0.9720000000000008
aluminum,partial,0.08074399398365412,1.5012190418074298,1.5012190418074298,0.0218,0.012692955854230428,0.03449295585423043,2700.0,,2461.1596483360863,0.08489267110026992,1.223325494790412,1.1543289676646933,1.9131909927710554e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.025104135470644034,0.0,0.0,0.0,heavy,1.302000000000001
aluminum,partial,0.177826885770681,1.506361851560791,1.506361851560791,0.0218,0.027954386443151055,0.049754386443151055,2700.0,,2335.33512415205,0.11619316624132525,1.4176107929588087,1.3504695247667906,2.6365693777505857e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.009568823504333133,0.0,0.0,0.0,heavy,0.8020000000000006
copper,partial,0.24742553876095974,1.8170444311216034,1.8170444311216034,0.012,0.03612412865910013,0.048124128659100124,8900.0,,2969.9057965608195,0.14292412865910012,1.5820715327300754,1.4977773944859882,4.718855157998772e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,-0.019701455219179674,0.0,0.0,0.0,heavy,0.6200000000000004
aluminum,partial,0.18300829859966072,1.8753019385117027,1.8753019385117027,0.0218,0.028768904539866663,0.05056890453986666,2700.0,,2330.7545738626236,0.11786370555151661,1.435955486769411,1.3601429051157106,4.1449805404420754e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.0382988944053936,0.0,0.0,0.0,heavy,0.7840000000000006
aluminum,partial,0.2610790707320249,1.6764855278115152,1.6764855278115152,0.0218,0.04104162991907433,0.06284162991907433,2700.0,,2276.1106511544644,0.14303450319471214,1.5663074166862279,1.4983556193855323,4.0201330747706904e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,-0.02259779065096205,0.0,0.0,0.0,heavy,0.6480000000000005
other_light,unresolved_nonmetal,,1.6480610861550145,0.19588435495071754,,,,,,1100.0,,0.6639041806968168,,2.5781680519806155e-06,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.019846314573312686,0.61455077416932,6.673403398944436e-66,-0.2354830727176233,active,
copper,partial,0.20521820721966055,1.5595193233143787,1.5595193233143787,0.012,0.029961858254070436,0.041961858254070436,8900.0,,3259.1945148378672,0.13676185825407045,1.5469975901135506,1.4651328018838052,3.326185865472992e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.01222382798568784,0.0,0.0,0.0,heavy,0.6860000000000005
aluminum,bare_like,0.015356419669268736,1.5565991557290868,1.5565991557290868,0.0218,0.002414029172009044,0.024214029172009044,2700.0,,2635.293069661174,0.06381106326556893,1.0682312410926385,1.0007889133160748,1.5461426573991332e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.006664874607208032,0.0,0.0,0.0,heavy,2.7899999999999143
copper,partial,0.37521182894196475,1.5901840130936447,1.5901840130936447,0.012,0.05478092702552685,0.06678092702552685,8900.0,,2419.566996483336,0.16158092702552684,1.657842847883499,1.5925370421414597,4.085872980443907e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.010616087203796174,0.0,0.0,0.0,heavy,0.5840000000000004
aluminum,partial,0.19803293585975118,1.6853347798557936,1.6853347798557936,0.0218,0.03113077751715289,0.05293077751715289,2700.0,,2318.2693435927204,0.12270779885054237,1.4590295722746331,1.387811806679174,3.485335038785381e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.03224565720638669,0.0,0.0,0.0,heavy,0.7580000000000006
aluminum,partial,0.23557168723457472,1.9396162690029093,1.9396162690029093,0.0218,0.03703186923327515,0.05883186923327515,2700.0,,2291.456474836102,0.13481066768129923,1.5308355237947864,1.4546436814304982,5.071727323322584e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.006104529011253575,0.0,0.0,0.0,heavy,0.6880000000000005
aluminum,heavily_coated,0.39194498237767744,1.6773687776650341,1.6773687776650341,0.0218,0.061613751229770905,0.0834137512297709,2700.0,,2220.5808878941566,0.18522698176838698,1.7624401731934622,1.7050873015293389,5.211483412026658e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.010414483875039886,0.0,0.0,0.0,heavy,0.5460000000000004
aluminum,heavily_coated,0.3137900679359617,1.7934191032450615,1.7934191032450615,0.0218,0.04932779867953317,0.07112779867953317,2700.0,,2249.8806201531065,0.1600290558032334,1.6533972704469904,1.5848709915597394,5.147097864746537e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.006861014994669697,0.0,0.0,0.0,heavy,0.5880000000000004
aluminum,bare_like,0.014733638175451412,1.8262022132424107,1.8262022132424107,0.0218,0.0023161279211809625,0.024116127921180962,2700.0,,2637.665237638709,0.0636102722841473,1.0689886826653008,0.9992131072859163,2.1214118192105642e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.0365135795464647,0.0,0.0,0.0,heavy,2.791999999999914
other_light,unresolved_nonmetal,,1.8127826371487736,0.1272158664670939,,,,,,1100.0,,0.35459153255956255,,3.43106152706252e-06,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,-0.034980357439523074,2.25,0.0,0.0,light,3.409999999999846
aluminum,partial,0.0903014932893203,1.9171826410130963,1.9171826410130963,0.0218,0.01419539474508115,0.03599539474508115,2700.0,,2444.037774121969,0.08797410445140975,1.2503602788290815,1.175092142544289,3.233566751513995e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,-0.002609228321470199,0.0,0.0,0.0,heavy,1.2420000000000009
copper,partial,0.09407098181185747,1.8225645027952475,1.8225645027952475,0.012,0.013734363344531191,0.02573436334453119,8900.0,,4683.790375181205,0.12053436334453119,1.4703534473938007,1.3754662362470995,4.0038398084837176e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.011156025246586793,0.0,0.0,0.0,heavy,0.7580000000000006
