material,liberation_state,residual_coating_fraction,size_mm,aerodynamic_size_mm,metal_thickness_mm,coating_thickness_mm,total_thickness_mm,metal_density_kg_m3,coating_density_kg_m3,effective_density_kg_m3,areal_density_kg_m2,suspension_velocity_m_s,eq9_velocity_m_s,physical_particle_mass_kg,source_subfraction,pneumatic_fraction,statistical_mass,mill_fraction,x_m,z_m,vx_m_s,vz_m_s,dynamic_stream,exit_time_s
copper,partial,0.12510092319728616,1.6356141725738609,1.6356141725738609,0.012,0.01826473478680378,0.03026473478680378,8900.0,,4132.358524461126,0.12506473478680377,1.4913603604375043,1.4010767563605044,3.345773958751726e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.04684339767481859,2.25,0.0,0.0,light,3.0159999999998894
aluminum,partial,0.10614104026150922,1.9051026244058804,1.9051026244058804,0.0218,0.016685371529109247,0.03848537152910925,2700.0,,2418.6055400377104,0.0930809327907132,1.284372164680178,1.2087176349681652,3.3782942765149956e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.0003701905676378492,2.25,0.0,0.0,light,2.1459999999999853
aluminum,partial,0.206918050010682,1.9357361392822519,1.9357361392822519,0.0218,0.032527517461679215,0.054327517461679214,2700.0,,2311.3967722253924,0.12557244850394397,1.4806228317108368,1.403917786666265,4.7052930725039506e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,-0.013075833838601251,2.25,0.0,0.0,light,2.927999999999899
copper,partial,0.32984461637321294,1.8624072072369846,1.8624072072369846,0.012,0.04815731399048909,0.060157313990489084,8900.0,,2575.8682313340646,0.1549573139904891,1.638250339404555,1.55955442367194,5.374788348520827e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,-0.02969194136737457,0.609945541579263,-2.792945958813813e-32,-0.28901408390243594,active,
aluminum,partial,0.25809296274605953,1.9255392611454896,1.9255392611454896,0.0218,0.04057221374368056,0.06237221374368056,2700.0,,2277.805189067087,0.14207175211895706,1.5684749624917302,1.4933044636841981,5.267596407974319e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.030277914266400686,0.6290155654530861,-3.8022909269879924e-34,-0.27295521524576244,active,
aluminum,partial,0.24153737676544562,1.8761187582113938,1.8761187582113938,0.0218,0.03796967562752805,0.05976967562752805,2700.0,,2287.6829129046146,0.13673406564294732,1.5395027293275232,1.4649839228918866,4.812795170102515e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.028829451777603963,2.25,0.0,0.0,light,3.5599999999998295
aluminum,partial,0.12987417526434397,1.5368397852046727,1.5368397852046727,0.0218,0.020416220351554874,0.042216220351554874,2700.0,,2386.114436776362,0.10073273284697715,1.3268791148962098,1.2574183769796565,2.3791827704945044e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,-0.003983429566694687,2.25,0.0,0.0,light,2.2999999999999683
copper,partial,0.25186942781605526,1.5404756209458021,1.5404756209458021,0.012,0.03677293646114407,0.04877293646114407,8900.0,,2943.700889847473,0.14357293646114405,1.577917875658579,1.5011731448084584,3.40707930380802e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,-3.2724178157776204e-05,0.625072433444177,-1.9457324190495785e-33,-0.2800278251099153,active,
copper,partial,0.13326629711481408,1.5960546968284577,1.5960546968284577,0.012,0.019456879378762854,0.031456879378762855,8900.0,,4013.6492198905557,0.12625687937876284,1.496706066821192,1.4077386045459797,3.216255871173695e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.02509061633795017,2.25,0.0,0.0,light,3.0779999999998826
aluminum,heavily_coated,0.38838779329008327,1.9125751676176184,1.9125751676176184,0.0218,0.06105456110520109,0.08285456110520109,2700.0,,2221.7257080262334,0.18408010843465572,1.7673062870781275,1.6998003947494413,6.733546861585277e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.04145681322034175,0.5837507745706615,1.4321636023047663e-29,-0.288318951071006,active,
aluminum,partial,0.19462517468607216,1.9952463496443962,1.9952463496443962,0.0218,0.030595077460650544,0.052395077460650544,2700.0,,2321.0024388620614,0.12160910257053653,1.4595686646947619,1.3815847690051963,4.841268096916335e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.032232347940660634,2.25,0.0,0.0,light,2.8339999999999095
aluminum,heavily_coated,0.39446098506365085,1.5037822956192342,1.5037822956192342,0.0218,0.06200926685200592,0.08380926685200592,2700.0,,2219.7803796910193,0.18603816619437166,1.756728760882575,1.708816858702786,4.2069948937774276e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.007731980187003693,0.5857905461169668,-1.3648820503484277e-30,-0.2883883723572958,active,
aluminum,partial,0.12187975339274515,1.7669818029055246,1.7669818029055246,0.0218,0.01915949723333954,0.04095949723333954,2700.0,,2396.397854499546,0.09815525129135497,1.315152751180565,1.2412271445102656,3.0646274921162946e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.03293969843184732,2.25,0.0,0.0,light,2.247999999999974
copper,heavily_coated,0.599743010552331,1.652823630018307,1.652823630018307,0.012,0.08756247954064032,0.09956247954064032,8900.0,,1952.1659207101577,0.19436247954064034,1.7882999445010825,1.7466291761189296,5.309644656938684e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.0047621105986370505,0.5797552475760107,-1.0356868459396765e-29,-0.2881499946750986,active,
copper,partial,0.29155916689045513,1.5008728631629389,1.5008728631629389,0.012,0.04256763836600645,0.05456763836600645,8900.0,,2737.2934368927495,0.14936763836600644,1.6023595088516658,1.5311676759234558,3.3646843265303416e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.025076145973565302,0.6178189734167174,8.892950631181152e-34,-0.2889044743382466,active,
aluminum,partial,0.177826885770681,1.506361851560791,1.506361851560791,0.0218,0.027954386443151055,0.049754386443151055,2700.0,,2335.33512415205,0.11619316624132525,1.4176107929588087,1.3504695247667906,2.6365693777505857e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,-0.023507131286312672,2.25,0.0,0.0,light,2.6159999999999335
aluminum,heavily_coated,0.3357364015412976,1.6088210354267583,1.6088210354267583,0.0218,0.05277776232229199,0.07457776232229199,2700.0,,2240.6782936014774,0.16710477322092976,1.6791688310805934,1.6195297220105946,4.325181407778754e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,-0.017998999989954533,0.601320220798608,-9.523832574217805e-32,-0.2888248226729092,active,
aluminum,partial,0.07592402941851828,1.878063259889589,1.878063259889589,0.0218,0.011935257424591075,0.033735257424591075,2700.0,,2470.372918040203,0.08333866632482448,1.2179303621954662,1.1437148712132954,2.939456107884503e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.028135958084407307,2.25,0.0,0.0,light,1.9540000000000015
aluminum,bare_like,0.026532023321451277,1.7848110185362849,1.7848110185362849,0.0218,0.00417083406613214,0.02597083406613214,2700.0,,2595.765290687453,0.0674141896390691,1.099043835039223,1.028655977756815,2.147512968753005e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,-0.02329477167503607,2.25,0.0,0.0,light,1.7040000000000013
copper,partial,0.22797650325337981,1.607519116258886,1.607519116258886,0.012,0.03328456947499346,0.04528456947499346,8900.0,,3093.4283156285587,0.14008456947499345,1.5637880220392804,1.4828241306640169,3.61995016757268e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,-0.04064822091453722,2.25,0.0,0.0,light,4.497999999999727
copper,heavily_coated,0.49242955611213796,1.7431617081436934,1.7431617081436934,0.012,0.07189471519237214,0.08389471519237214,8900.0,,2129.9877445512725,0.17869471519237212,1.733590199825589,1.6747513993603567,5.429840382861686e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,-0.011977115221319902,0.5903163497251033,3.9014444120425236e-30,-0.28852511354670174,active,
aluminum,heavily_coated,0.30393599831333645,1.709698237221131,1.709698237221131,0.0218,0.0477787389348565,0.0695787389348565,2700.0,,2254.309399931154,0.1568520052162028,1.6353344058585044,1.5690599331681119,4.5848908696414266e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.0044869745709608996,0.6105725614731183,-1.2539793490819014e-32,-0.28900276242718353,active,
aluminum,partial,0.08229999381389375,1.745905132691905,1.745905132691905,0.0218,0.012937559027544093,0.03473755902754409,2700.0,,2458.271202585842,0.08539434100553749,1.2305634318732392,1.157734674449598,2.602977264830176e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.0021245052551218326,2.25,0.0,0.0,light,2.002000000000001
aluminum,bare_like,0.044973013797799055,1.6973129631374364,1.6973129631374364,0.0218,0.007069757769014012,0.02886975776901401,2700.0,,2541.0587080604328,0.07335974937854839,1.1437503463066008,1.0730585381262738,2.1133999618090464e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,-0.009348595467688821,2.25,0.0,0.0,light,1.8300000000000014
copper,heavily_coated,0.5447719640162818,1.6518050148410717,1.6518050148410717,0.012,0.07953670674637714,0.09153670674637714,8900.0,,2035.650105510837,0.18633670674637715,1.7585948639288633,1.7101874017461174,5.08412214936319e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,-0.004353338232870266,0.5854294790619885,-4.869818997998217e-30,-0.28836026447931107,active,
aluminum,heavily_coated,0.31679029193660857,1.565282310442902,1.565282310442902,0.0218,0.049799433892434866,0.07159943389243487,2700.0,,2248.57026474748,0.16099635802328197,1.6491200940720885,1.5896536841505555,3.9445857929417706e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.03548773505659999,0.6076237558751079,8.358663535464369e-32,-0.2889527599945377,active,
aluminum,heavily_coated,0.34305537989624846,1.7065607420010083,1.7065607420010083,0.0218,0.05392830571969026,0.07572830571969026,2700.0,,2237.795807285395,0.16946448503234945,1.6940561411661705,1.6309244486081376,4.935398194599375e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.0028679703601167533,0.5982583763980074,5.200007165971573e-31,-0.28875237059966913,active,
copper,partial,0.35537109746918816,1.5289826720276327,1.5289826720276327,0.012,0.05188418023050147,0.06388418023050146,8900.0,,2483.935454097567,0.15868418023050146,1.643249521204134,1.5781973554970719,3.7096997413547636e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.04009570454431034,0.608874857052599,5.69416776895929e-32,-0.2889908157009974,active,
aluminum,partial,0.05312202629602353,1.831831016105658,1.831831016105658,0.0218,0.008350782533734898,0.030150782533734898,2700.0,,2520.2355001261094,0.07598707249810094,1.1646685189056971,1.0921048896192125,2.5498259065071855e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.021327830703863418,2.25,0.0,0.0,light,1.8640000000000014
aluminum,partial,0.12928719176502973,1.510198243608908,1.510198243608908,0.0218,0.02032394654546267,0.04212394654546267,2700.0,,2386.848615631271,0.10054348349696324,1.325100372296945,1.2562366484736605,2.293093956239602e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.01781611658114084,2.25,0.0,0.0,light,2.2999999999999683
aluminum,partial,0.09760803220040964,1.5441419751328813,1.5441419751328813,0.0218,0.015343982661904398,0.0371439826619044,2700.0,,2431.8826143104493,0.09032980566173407,1.260590376989405,1.1907210545155311,2.1538007973285215e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,-0.009384860549268284,2.25,0.0,0.0,light,2.091999999999991
aluminum,partial,0.17446320003824128,1.8931793502549843,1.8931793502549843,0.0218,0.02742561504601153,0.04922561504601153,2700.0,,2338.3898853622545,0.11510868032432937,1.4203749703875017,1.3441524639603477,4.125642502058213e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,-0.03419738291430789,2.25,0.0,0.0,light,2.621999999999933
copper,partial,0.05673022321572772,1.5945692953683681,1.5945692953683681,0.012,0.008282612589496249,0.02028261258949625,8900.0,,5673.954086619691,0.11508261258949624,1.438709294998767,1.3440002556564985,2.9261494734206586e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,-0.00956959677861984,2.25,0.0,0.0,light,2.685999999999926
aluminum,partial,0.061655200964700285,1.6663814746611845,1.6663814746611845,0.0218,0.009692197591650888,0.03149219759165089,2700.0,,2500.246390042461,0.07873825334302902,1.1827729649808036,1.1116994308140054,2.1864252506684083e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.02760996331585303,2.25,0.0,0.0,light,1.8860000000000015
copper,bare_like,0.03655707957459683,1.9621717599684134,1.9621717599684134,0.012,0.005337333617891137,0.017337333617891137,8900.0,,6467.968840501045,0.11213733361789113,1.4256082051024042,1.3266904644514559,4.317419683855571e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,-0.029331407574109434,2.25,0.0,0.0,light,2.6359999999999313
aluminum,partial,0.08075830155449265,1.5438251853620741,1.5438251853620741,0.0218,0.012695205004366245,0.034495205004366244,2700.0,,2461.132902194321,0.08489728400418398,1.2240993508274902,1.1543603292428546,2.0234386433703966e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,-0.025465244195579866,2.25,0.0,0.0,light,1.9760000000000015
copper,partial,0.342038678491424,1.9162031747594344,1.9162031747594344,0.012,0.0499376470597479,0.0619376470597479,8900.0,,2530.571542515194,0.1567376470597479,1.647593177479072,1.5684878412821068,5.755147166871724e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.009914646785848703,0.6079483669101611,1.320617879729906e-31,-0.2889776474322482,active,
aluminum,partial,0.1476729108651032,1.5166424113946273,1.5166424113946273,0.0218,0.023214181587994223,0.04501418158799422,2700.0,,2365.281772009712,0.10647122319201792,1.3612974518695493,1.2927383026822998,2.4490555519565763e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,-0.032250286281070926,2.25,0.0,0.0,light,2.391999999999958
aluminum,bare_like,0.030339349968043508,1.9507067975402246,1.9507067975402246,0.0218,0.004769345814976442,0.02656934581497644,2700.0,,2583.4926573354087,0.06864170982319691,1.1100077954804244,1.0379789387963991,2.6119934748102185e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.001658995927955439,2.25,0.0,0.0,light,1.7460000000000013
aluminum,partial,0.11028402384728975,1.7372538063402727,1.7372538063402727,0.0218,0.01733664854879395,0.03913664854879395,2700.0,,2412.4874160057393,0.09441667212860469,1.2906709481384309,1.217359472682814,2.849543116844386e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.010193661278162664,2.25,0.0,0.0,light,2.1599999999999837
aluminum,partial,0.2233749980315174,1.7947973599617293,1.7947973599617293,0.0218,0.03511454969055453,0.05691454969055453,2700.0,,2299.5584402745776,0.13087833311534153,1.5063875452308146,1.4332711943586953,4.21598055556565e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.0013036346854625063,2.25,0.0,0.0,light,3.1439999999998753
aluminum,partial,0.08321682808441122,1.5053615240425797,1.5053615240425797,0.0218,0.013081685374869444,0.034881685374869444,2700.0,,2456.588224502204,0.08568993754269502,1.2288268442583825,1.1597367199800743,1.94183108689899e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.0017983682171028234,2.25,0.0,0.0,light,2.0000000000000013
aluminum,bare_like,0.047306306544940224,1.6288528361985493,1.6288528361985493,0.0218,0.007436551388864603,0.029236551388864603,2700.0,,2534.9099935699464,0.07411202629315418,1.148555366441138,1.0785464128619353,1.9663117944234143e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.015456938083013662,2.25,0.0,0.0,light,1.8360000000000014
aluminum,heavily_coated,0.34826437958623757,1.8791619410414317,1.8791619410414317,0.0218,0.054747160470956555,0.07654716047095655,2700.0,,2235.7970899173215,0.17114391862239886,1.7081498153096422,1.6389859507320899,6.043518942904942e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.03071069130686312,0.5953960403424039,8.182012464216286e-31,-0.28867863320488746,active,
aluminum,partial,0.058603903762521226,1.6562263380141813,1.6562263380141813,0.0218,0.009212533671468338,0.031012533671468338,2700.0,,2507.1954918539573,0.07775448461207447,1.175558459806659,1.1047327235449853,2.132872135075766e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.027534577607469277,2.25,0.0,0.0,light,1.8800000000000014
copper,partial,0.30708633355665366,1.6304516365950144,1.6304516365950144,0.012,0.04483460469927143,0.05683460469927143,8900.0,,2667.9978773779567,0.15163460469927142,1.6167249547661804,1.5427432564622554,4.031012691364177e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,0.015882374784595824,0.6146114165697453,-3.7323229165732836e-33,-0.28908654601935935,active,
copper,partial,0.13825120956550563,1.5254496230893873,1.5254496230893873,0.012,0.02018467659656382,0.03218467659656382,8900.0,,3945.501090109486,0.12698467659656382,1.4990074882038908,1.4117901699118272,2.954929046711415e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,-0.04234817048308946,2.25,0.0,0.0,light,3.093999999999881
aluminum,bare_like,0.033955998972246805,1.7930217160397044,1.7930217160397044,0.0218,0.0053378830384371995,0.0271378830384372,2700.0,,2572.336004609081,0.0698077536286421,1.1177478604325581,1.0467580909432543,2.2442682316755362e-07,1.50-2.00,1.50-2.00,1.6666666666666667e-05,pneumatic_feed,-0.02129498899279949,2.25,0.0,0.0,light,1.7720000000000014
