u_s,size_mm,flow_velocity,duty,low_flow_fraction,outcome
1.3426042421455398,0.8930583587570649,1.945227082234276,0.65,0.35,active
1.3247362122901516,0.6994865186606223,1.945227082234276,0.65,0.35,active
1.3206340800578082,0.6824833435820682,1.945227082234276,0.65,0.35,active
1.1331939443316923,0.6212460686636394,1.945227082234276,0.65,0.35,active
1.3808414272841487,0.3033963744293079,1.945227082234276,0.65,0.35,active
1.1272724246827766,0.5762157719493508,1.945227082234276,0.65,0.35,active
1.4141861740639872,0.6011110138765947,1.945227082234276,0.65,0.35,active
1.2076810120455315,0.7722378691130376,1.945227082234276,0.65,0.35,active
1.713653402975066,0.7173384133049252,1.945227082234276,0.65,0.35,heavy
1.3267748424850805,0.8520547114426655,1.945227082234276,0.65,0.35,active
1.1501021550927495,0.8483153681521375,1.945227082234276,0.65,0.35,active
1.2869423895079053,0.6434657985943495,1.945227082234276,0.65,0.35,active
1.3519299695712277,0.610809308362929,1.945227082234276,0.65,0.35,active
1.3228946763643412,0.9604017046408622,1.945227082234276,0.65,0.35,active
1.1918850301883832,0.9341969797343914,1.945227082234276,0.65,0.35,active
1.729206465537857,0.9663676306831297,1.945227082234276,0.65,0.35,heavy
1.3721069751008454,0.5224925308759976,1.945227082234276,0.65,0.35,active
1.1739217789770813,0.5432379429643125,1.945227082234276,0.65,0.35,active
1.206988414482998,0.9847534395995368,1.945227082234276,0.65,0.35,active
1.518918140834813,0.7718253565705815,1.945227082234276,0.65,0.35,active
1.4397874143109028,0.8907967393765628,1.945227082234276,0.65,0.35,active
1.6378742811545273,0.8969957978281887,1.945227082234276,0.65,0.35,heavy
1.1333376784585611,0.8119199047936406,1.945227082234276,0.65,0.35,active
1.1522416204778811,0.6756372621935036,1.945227082234276,0.65,0.35,active
1.6579138980305452,0.7311559517626295,1.945227082234276,0.65,0.35,heavy
1.271713114458236,0.9861982619975584,1.945227082234276,0.65,0.35,active
1.3692455388532743,0.5476951609915384,1.945227082234276,0.65,0.35,active
1.6459174513799013,0.6879564029971179,1.945227082234276,0.65,0.35,heavy
1.1314693276785919,0.8848377676475712,1.945227082234276,0.65,0.35,active
1.2638002204593661,0.5897816148127115,1.945227082234276,0.65,0.35,active
1.5174253952406571,0.9098248306340808,1.945227082234276,0.65,0.35,active
1.136459141286478,0.7316642817466399,1.945227082234276,0.65,0.35,active
1.4918478321685245,0.9140751205717825,1.945227082234276,0.65,0.35,active
1.3628312038293606,0.25930702309378517,1.945227082234276,0.65,0.35,active
1.2837278100035803,0.9731430637258796,1.945227082234276,0.65,0.35,active
1.5403741853243433,0.9225567228184355,1.945227082234276,0.65,0.35,active
1.2676507298498545,0.9379323920534708,1.945227082234276,0.65,0.35,active
1.2153525419521294,0.9404216631396904,1.945227082234276,0.65,0.35,active
1.3186377527548738,0.857899684544828,1.945227082234276,0.65,0.35,active
1.4689269841342796,0.5997092770842442,1.945227082234276,0.65,0.35,active
1.2938772467714712,0.9709047212283789,1.945227082234276,0.65,0.35,active
1.1407684843378727,0.6274908840655669,1.945227082234276,0.65,0.35,active
1.47397308130526,0.6664600079090834,1.945227082234276,0.65,0.35,active
1.1994550225003349,0.5425908453186091,1.945227082234276,0.65,0.35,active
